TrxID	GeneName	GeneID	DpleGene	MsexGene
PIERAPT00000032042	Dgk	PIERAPG00000013482	DPOGS201826	Msex2.03832
PIERAPT00000032046	GA20639	PIERAPG00000013483	DPOGS203247	NA
PIERAPT00000032052	syx-6	PIERAPG00000013484	DPOGS206795	Msex2.09949
PIERAPT00000032053	aldh4a1	PIERAPG00000013485	DPOGS215291	Msex2.11666
PIERAPT00000032058	cybrd1	PIERAPG00000013486	DPOGS208122	Msex2.01307
PIERAPT00000032066	LAC_6	PIERAPG00000013490	DPOGS210000	Msex2.07960
PIERAPT00000032069	rpr2	PIERAPG00000013491	DPOGS204042	Msex2.00845
PIERAPT00000032072	Gel_6	PIERAPG00000013492	DPOGS215141	Msex2.11831
PIERAPT00000032078	G103776	PIERAPG00000013493	NA	Msex2.07704
PIERAPT00000032079	Tango11	PIERAPG00000013494	DPOGS204305	Msex2.06217
PIERAPT00000032081	Obp19d_6	PIERAPG00000013495	DPOGS207885	Msex2.00461
PIERAPT00000032082	Gorasp2	PIERAPG00000013496	DPOGS206099	Msex2.09184
PIERAPT00000032083	Tor_2	PIERAPG00000013497	DPOGS209715	Msex2.06035
PIERAPT00000032089	Tnfsf13_2	PIERAPG00000013500	DPOGS215738	Msex2.03747
PIERAPT00000032093	pelA	PIERAPG00000013501	DPOGS214310	Msex2.09492
PIERAPT00000032094	PRP2	PIERAPG00000013502	DPOGS201819	Msex2.11367
PIERAPT00000032096	Orct_10	PIERAPG00000013503	DPOGS203168	NA
PIERAPT00000032097	G105634	PIERAPG00000013504	DPOGS210933	Msex2.00266
PIERAPT00000032098	RTase_2	PIERAPG00000013505	NA	Msex2.01318,Msex2.03580,Msex2.13788
PIERAPT00000032103	ZanzmpB	PIERAPG00000013506	DPOGS212575	Msex2.06016
PIERAPT00000032104	serC	PIERAPG00000013507	DPOGS202331	Msex2.08109
PIERAPT00000032107	Actbeta_2	PIERAPG00000013509	DPOGS202720	Msex2.11410
PIERAPT00000032108	Esrrg	PIERAPG00000013510	DPOGS214735	Msex2.01225
PIERAPT00000032109	AMPM_7	PIERAPG00000013511	NA	Msex2.10155
PIERAPT00000032117	Sqstm1	PIERAPG00000013513	DPOGS201470	Msex2.03914
PIERAPT00000032119	aldh1l1	PIERAPG00000013514	DPOGS206880	Msex2.12946
PIERAPT00000032120	Nach_4	PIERAPG00000013515	DPOGS200906	Msex2.11526
PIERAPT00000032123	F49C12.5	PIERAPG00000013518	DPOGS203624	Msex2.01137
PIERAPT00000032130	PRUNE	PIERAPG00000013519	DPOGS208091	Msex2.13461
PIERAPT00000032131	Prdm13	PIERAPG00000013520	DPOGS205844	NA
PIERAPT00000032133	CHRNA7_3	PIERAPG00000013521	DPOGS206403	Msex2.00945
PIERAPT00000032135	Cyp18a1_3	PIERAPG00000013522	NA	Msex2.05506
PIERAPT00000032136	BAIAP3_2	PIERAPG00000013523	DPOGS209169	Msex2.05619
PIERAPT00000032138	G112350	PIERAPG00000013524	DPOGS207380	Msex2.01651
PIERAPT00000032144	hdac8	PIERAPG00000013527	DPOGS207043	Msex2.03629
PIERAPT00000032148	At1g21780	PIERAPG00000013529	NA	Msex2.12485
PIERAPT00000032149	BAI3hisA	PIERAPG00000013530	DPOGS212884	Msex2.09477
PIERAPT00000032152	ncl-1	PIERAPG00000013531	DPOGS208423	Msex2.08784
PIERAPT00000032153	NOP9	PIERAPG00000013532	DPOGS204375	NA
PIERAPT00000032154	EST6_7	PIERAPG00000013533	DPOGS200820	Msex2.06675
PIERAPT00000032157	Ccdc65_2	PIERAPG00000013534	DPOGS209756	NA
PIERAPT00000032161	PRPH2_2	PIERAPG00000013538	NA	Msex2.03108
PIERAPT00000032165	Ect4_2	PIERAPG00000013539	DPOGS208117	Msex2.01313
PIERAPT00000032176	Mob4	PIERAPG00000013542	DPOGS205055	Msex2.04995
PIERAPT00000032178	PRPF38B	PIERAPG00000013543	DPOGS208839	NA
PIERAPT00000032179	TAF3	PIERAPG00000013544	DPOGS212037	Msex2.01745
PIERAPT00000032180	SIX4	PIERAPG00000013545	DPOGS205542	Msex2.13199
PIERAPT00000032181	STX16	PIERAPG00000013546	DPOGS213360	Msex2.01831
PIERAPT00000032190	alpha-Cat	PIERAPG00000013547	DPOGS212904	Msex2.11640
PIERAPT00000032194	DDB_G0274169	PIERAPG00000013549	DPOGS209825	Msex2.07180
PIERAPT00000032195	rpmE	PIERAPG00000013550	DPOGS210885	NA
PIERAPT00000032197	SLC26A11_4	PIERAPG00000013551	DPOGS202076	Msex2.11618
PIERAPT00000032201	GPATCH4	PIERAPG00000013553	DPOGS210202	Msex2.02158
PIERAPT00000032202	shakB	PIERAPG00000013554	DPOGS215317	Msex2.12608
PIERAPT00000032205	CG11103_2	PIERAPG00000013555	DPOGS200645	Msex2.04053
PIERAPT00000032206	G103600	PIERAPG00000013556	DPOGS202105	NA
PIERAPT00000032213	bru	PIERAPG00000013558	DPOGS200412	Msex2.02614
PIERAPT00000032217	Lap1_2	PIERAPG00000013559	DPOGS211252	Msex2.01856
PIERAPT00000032221	U2surp	PIERAPG00000013562	DPOGS215731	Msex2.03734
PIERAPT00000032241	NINJ1_2	PIERAPG00000013564	NA	Msex2.07606
PIERAPT00000032242	ispF	PIERAPG00000013565	DPOGS209550	Msex2.05686,Msex2.05687
PIERAPT00000032243	l(2)efl_8	PIERAPG00000013566	DPOGS216183,DPOGS216184	Msex2.01819,Msex2.01804
PIERAPT00000032246	Eif2d	PIERAPG00000013567	DPOGS205858	Msex2.11272
PIERAPT00000032249	MA_2613/MASerpinb13	PIERAPG00000013568	DPOGS200948	NA
PIERAPT00000032253	CYP12A2_4	PIERAPG00000013569	DPOGS202039	Msex2.10894
PIERAPT00000032261	sob	PIERAPG00000013570	DPOGS208437	Msex2.04437
PIERAPT00000032263	RAB24	PIERAPG00000013571	DPOGS200157	Msex2.11808
PIERAPT00000032264	pat-3	PIERAPG00000013572	DPOGS214093	Msex2.02030
PIERAPT00000032265	CCBL2_2	PIERAPG00000013573	DPOGS208814	Msex2.04889
PIERAPT00000032269	CTRB1_2	PIERAPG00000013575	DPOGS206621	Msex2.05197,Msex2.05195
PIERAPT00000032272	MBD6	PIERAPG00000013576	DPOGS200066	Msex2.00687
PIERAPT00000032278	metK	PIERAPG00000013578	DPOGS209161	Msex2.04479
PIERAPT00000032280	Mcm3	PIERAPG00000013579	DPOGS204101	Msex2.12127
PIERAPT00000032291	beta-SpecSptan1SPTBN2	PIERAPG00000013581	DPOGS201618	Msex2.07175
PIERAPT00000032301	ermp1	PIERAPG00000013583	DPOGS206412	Msex2.06267
PIERAPT00000032303	dos	PIERAPG00000013584	DPOGS206145	Msex2.04781
PIERAPT00000032305	DFB1	PIERAPG00000013585	DPOGS200019	NA
PIERAPT00000032306	Cops4_2	PIERAPG00000013586	DPOGS209711	Msex2.06045
PIERAPT00000032309	EXOSC10	PIERAPG00000013587	DPOGS207169	Msex2.09950
PIERAPT00000032311	SETD1A	PIERAPG00000013589	DPOGS209703	Msex2.02873
PIERAPT00000032312	CCDC13	PIERAPG00000013590	DPOGS212509	Msex2.10183
PIERAPT00000032314	CG14806	PIERAPG00000013592	DPOGS206727	Msex2.04493
PIERAPT00000032315	crb_3	PIERAPG00000013593	NA	Msex2.12048
PIERAPT00000032319	Mllt3_2	PIERAPG00000013594	DPOGS208054	Msex2.04626
PIERAPT00000032324	ZDHHC14	PIERAPG00000013595	DPOGS206512	NA
PIERAPT00000032325	ROBO2_2	PIERAPG00000013596	NA	Msex2.00548
PIERAPT00000032328	ACAA2	PIERAPG00000013598	DPOGS206002	Msex2.11607
PIERAPT00000032330	cpg-2	PIERAPG00000013599	DPOGS204378	NA
PIERAPT00000032332	CFAP20	PIERAPG00000013601	DPOGS211770	Msex2.05860
PIERAPT00000032333	TXNDC9	PIERAPG00000013602	DPOGS209268	NA
PIERAPT00000032334	Nckipsd	PIERAPG00000013603	DPOGS208125	Msex2.01306
PIERAPT00000032338	pol_6	PIERAPG00000013606	NA	Msex2.01485
PIERAPT00000032341	AGL2	PIERAPG00000013607	DPOGS202361	Msex2.10988
PIERAPT00000032343	TMEM50A	PIERAPG00000013608	DPOGS205109	Msex2.08133
PIERAPT00000032345	TMEM62	PIERAPG00000013609	DPOGS214062	Msex2.12540
PIERAPT00000032346	STMN4	PIERAPG00000013610	DPOGS201869	Msex2.11288
PIERAPT00000032356	TM9SF4_2	PIERAPG00000013612	DPOGS211103	Msex2.10357
PIERAPT00000032357	Macrod2_2	PIERAPG00000013613	DPOGS205536	Msex2.09598
PIERAPT00000032359	pburs	PIERAPG00000013614	DPOGS203171	Msex2.06749
PIERAPT00000032361	ZNF622	PIERAPG00000013616	DPOGS204476	Msex2.06836
PIERAPT00000032367	slc7a14aSLC7A2	PIERAPG00000013617	DPOGS212560	Msex2.09350
PIERAPT00000032370	nrf-6_21	PIERAPG00000013618	NA	Msex2.11598
PIERAPT00000032378	SLC29A3_2	PIERAPG00000013621	DPOGS212635	Msex2.02923
PIERAPT00000032381	Lipt1RMS5	PIERAPG00000013623	DPOGS204214	NA
PIERAPT00000032383	Ces2c	PIERAPG00000013625	DPOGS204609	Msex2.10730
PIERAPT00000032387	Fen1	PIERAPG00000013627	DPOGS210296	Msex2.11039
PIERAPT00000032388	ams1	PIERAPG00000013628	DPOGS206039	Msex2.04785
PIERAPT00000032389	DERL2	PIERAPG00000013629	DPOGS206452	Msex2.01893
PIERAPT00000032391	Gpc6	PIERAPG00000013630	DPOGS202409	Msex2.08905
PIERAPT00000032393	NMBR	PIERAPG00000013631	DPOGS215469	Msex2.04448
PIERAPT00000032395	Prss30	PIERAPG00000013632	DPOGS213175	Msex2.01504
PIERAPT00000032396	TRF_6	PIERAPG00000013633	DPOGS211528	NA
PIERAPT00000032406	HEATR2	PIERAPG00000013635	DPOGS200356	Msex2.07823
PIERAPT00000032410	KDR_3	PIERAPG00000013638	DPOGS205187	Msex2.04192
PIERAPT00000032414	PLEKHG1HARBI1	PIERAPG00000013641	DPOGS211425	NA
PIERAPT00000032415	kra	PIERAPG00000013642	DPOGS215203	NA
PIERAPT00000032422	C9orf116	PIERAPG00000013646	DPOGS207954	Msex2.03126
PIERAPT00000032423	G112322	PIERAPG00000013647	DPOGS209719	Msex2.06026
PIERAPT00000032424	Ccdc34	PIERAPG00000013648	DPOGS209753	NA
PIERAPT00000032427	Pwwp2a	PIERAPG00000013649	DPOGS200630	Msex2.04074
PIERAPT00000032428	ANKLE1	PIERAPG00000013650	DPOGS214314	Msex2.09967
PIERAPT00000032430	reep2	PIERAPG00000013651	DPOGS212289	Msex2.03284
PIERAPT00000032432	Cbx5_2	PIERAPG00000013653	DPOGS213507	Msex2.12259
PIERAPT00000032434	Cars2	PIERAPG00000013655	DPOGS214514	Msex2.00338
PIERAPT00000032435	Tmprss15CELA2A	PIERAPG00000013656	DPOGS204359	Msex2.11072,Msex2.12514
PIERAPT00000032442	ATPsyn-d_2	PIERAPG00000013660	DPOGS202286	Msex2.05273
PIERAPT00000032443	ast	PIERAPG00000013661	DPOGS211249	Msex2.01850
PIERAPT00000032445	Vps11_2	PIERAPG00000013662	DPOGS215454	Msex2.12856,Msex2.03433
PIERAPT00000032449	G103064	PIERAPG00000013663	DPOGS208049	Msex2.04638
PIERAPT00000032451	pgant2_2	PIERAPG00000013664	DPOGS205119	Msex2.02919
PIERAPT00000032452	RBM6	PIERAPG00000013665	DPOGS203648	NA
PIERAPT00000032455	Pigl	PIERAPG00000013666	DPOGS206970	Msex2.01540
PIERAPT00000032458	CCDC96	PIERAPG00000013668	DPOGS203605	Msex2.01155
PIERAPT00000032460	Lrrc23	PIERAPG00000013669	DPOGS200137	NA
PIERAPT00000032461	inx1_2	PIERAPG00000013670	DPOGS215320	Msex2.10238
PIERAPT00000032462	grtp1a	PIERAPG00000013671	DPOGS208714	Msex2.08196
PIERAPT00000032463	CUD2_8	PIERAPG00000013672	DPOGS215590	NA
PIERAPT00000032464	CACNG4	PIERAPG00000013673	DPOGS208653	NA
PIERAPT00000032465	XCC2288	PIERAPG00000013674	DPOGS211354	Msex2.00451
PIERAPT00000032471	DNAL1	PIERAPG00000013677	DPOGS204914	Msex2.13358
PIERAPT00000032473	Scd1_3	PIERAPG00000013678	DPOGS210986	Msex2.12490
PIERAPT00000032477	tim	PIERAPG00000013681	DPOGS214179	Msex2.07129
PIERAPT00000032486	otomp	PIERAPG00000013682	DPOGS202060	Msex2.00671
PIERAPT00000032487	jub	PIERAPG00000013683	DPOGS211161	Msex2.09251
PIERAPT00000032488	G107334	PIERAPG00000013684	DPOGS204363	Msex2.02790
PIERAPT00000032491	PCDH11XDGCR2	PIERAPG00000013686	DPOGS208052	Msex2.04632
PIERAPT00000032502	Obp66_3	PIERAPG00000013688	NA	Msex2.02656
PIERAPT00000032504	Aldh5a1	PIERAPG00000013689	DPOGS209167	NA
PIERAPT00000032506	not	PIERAPG00000013690	DPOGS203238	Msex2.07592
PIERAPT00000032510	Ice	PIERAPG00000013691	NA	Msex2.09469
PIERAPT00000032513	GCC2	PIERAPG00000013692	DPOGS204238	Msex2.06226
PIERAPT00000032518	Eftud1	PIERAPG00000013694	DPOGS203113	Msex2.00734
PIERAPT00000032522	Ip6k3	PIERAPG00000013695	DPOGS207730	Msex2.02275
PIERAPT00000032529	SVOP	PIERAPG00000013698	DPOGS208580	Msex2.07852
PIERAPT00000032538	infB_21	PIERAPG00000013702	DPOGS203116	Msex2.00740
PIERAPT00000032540	G113490	PIERAPG00000013704	NA	Msex2.02578
PIERAPT00000032541	wibg	PIERAPG00000013705	DPOGS200846	Msex2.07782
PIERAPT00000032542	blos2_2	PIERAPG00000013706	DPOGS203922	Msex2.02831
PIERAPT00000032543	cut-1_4	PIERAPG00000013707	DPOGS210753	Msex2.09341,Msex2.12014
PIERAPT00000032545	Pogk_2	PIERAPG00000013708	DPOGS200471	Msex2.13351
PIERAPT00000032547	Rad17_3	PIERAPG00000013710	DPOGS206483	Msex2.01847
PIERAPT00000032550	Trib2	PIERAPG00000013713	DPOGS207634	NA
PIERAPT00000032553	SEC62	PIERAPG00000013714	DPOGS206327	Msex2.00096
PIERAPT00000032559	BAZ2B_4	PIERAPG00000013716	DPOGS216126	NA
PIERAPT00000032560	Slc6a17_2	PIERAPG00000013717	DPOGS210778	Msex2.11031
PIERAPT00000032563	Ice_2	PIERAPG00000013720	DPOGS211804	NA
PIERAPT00000032570	TNS4	PIERAPG00000013724	DPOGS211481	Msex2.09564
PIERAPT00000032577	DHX33_2	PIERAPG00000013728	DPOGS214458	NA
PIERAPT00000032578	Zfand2b	PIERAPG00000013729	DPOGS213262	Msex2.07272
PIERAPT00000032581	slc36a4_7	PIERAPG00000013731	DPOGS206040	Msex2.04786
PIERAPT00000032582	Ttpal_10	PIERAPG00000013732	DPOGS214230,DPOGS214229	Msex2.03195
PIERAPT00000032584	ube2ia	PIERAPG00000013733	DPOGS206448	Msex2.08997
PIERAPT00000032593	slc12a9_2	PIERAPG00000013735	DPOGS213633	Msex2.10135
PIERAPT00000032596	rafD_2	PIERAPG00000013736	DPOGS202673	Msex2.10409
PIERAPT00000032598	CALM_5	PIERAPG00000013738	DPOGS200816	Msex2.10866
PIERAPT00000032604	PDIA3	PIERAPG00000013743	DPOGS215686	Msex2.03744
PIERAPT00000032609	ADTRP_5	PIERAPG00000013745	NA	Msex2.03872
PIERAPT00000032611	Pole4	PIERAPG00000013746	DPOGS210109	Msex2.15366
PIERAPT00000032612	cue	PIERAPG00000013747	DPOGS201942	Msex2.03480
PIERAPT00000032613	AGAP003534	PIERAPG00000013748	DPOGS208691	Msex2.04111
PIERAPT00000032614	Wasl	PIERAPG00000013749	DPOGS202157	Msex2.08915
PIERAPT00000032615	KCTD3	PIERAPG00000013750	DPOGS202336	Msex2.08100
PIERAPT00000032618	pyrG_5	PIERAPG00000013751	DPOGS215927	Msex2.03102
PIERAPT00000032619	Mdh1_4	PIERAPG00000013752	DPOGS200490	Msex2.02963
PIERAPT00000032620	MORN4	PIERAPG00000013753	DPOGS202643	Msex2.10413
PIERAPT00000032624	Smc5	PIERAPG00000013756	DPOGS206564	NA
PIERAPT00000032632	SRP14_2	PIERAPG00000013758	DPOGS204201	Msex2.11735
PIERAPT00000032635	FRI3_2	PIERAPG00000013761	DPOGS210267	Msex2.15443
PIERAPT00000032638	Hcn2	PIERAPG00000013763	DPOGS203376	Msex2.02802
PIERAPT00000032641	G100297	PIERAPG00000013764	DPOGS205070	Msex2.04969
PIERAPT00000032644	sma-2	PIERAPG00000013765	DPOGS215750	Msex2.03757
PIERAPT00000032647	PPP1R36	PIERAPG00000013766	DPOGS215975	NA
PIERAPT00000032649	Obp68_3	PIERAPG00000013767	DPOGS202589	Msex2.02657
PIERAPT00000032660	purD_2	PIERAPG00000013771	DPOGS212058	Msex2.13774
PIERAPT00000032661	calm	PIERAPG00000013772	DPOGS206936	Msex2.05087
PIERAPT00000032672	CG1657	PIERAPG00000013776	DPOGS208832	Msex2.11994
PIERAPT00000032673	UTP20_4	PIERAPG00000013777	NA	Msex2.11591
PIERAPT00000032674	Schip1LAMC1	PIERAPG00000013778	DPOGS211206	Msex2.10360
PIERAPT00000032681	CalpBCalpA	PIERAPG00000013780	DPOGS202493	Msex2.14317
PIERAPT00000032693	HYEP	PIERAPG00000013781	DPOGS209151	Msex2.04463
PIERAPT00000032695	clvs1	PIERAPG00000013783	DPOGS206155	Msex2.09014
PIERAPT00000032698	snf8	PIERAPG00000013785	DPOGS205969	Msex2.10573
PIERAPT00000032699	mRpS25	PIERAPG00000013786	DPOGS206274	Msex2.05819
PIERAPT00000032700	Supv3l1	PIERAPG00000013787	DPOGS208269	Msex2.00806
PIERAPT00000032701	Slc7a6_3	PIERAPG00000013788	DPOGS211114	Msex2.12357
PIERAPT00000032704	PNLIPRP2_9	PIERAPG00000013791	DPOGS213395	Msex2.06084
PIERAPT00000032710	rab11fip4a	PIERAPG00000013792	DPOGS213560	Msex2.02340
PIERAPT00000032719	Dusp23_2	PIERAPG00000013794	DPOGS212229	NA
PIERAPT00000032720	Rtc1	PIERAPG00000013795	DPOGS200861	Msex2.07799
PIERAPT00000032733	G101233	PIERAPG00000013799	DPOGS200071	Msex2.03670
PIERAPT00000032734	znf830	PIERAPG00000013800	DPOGS202055	NA
PIERAPT00000032739	Lcp1	PIERAPG00000013801	DPOGS208166	Msex2.01823
PIERAPT00000032741	tmem177	PIERAPG00000013802	DPOGS208573	Msex2.07866
PIERAPT00000032744	DOK3CATLLCTSV	PIERAPG00000013803	DPOGS201916	Msex2.13134,Msex2.13136,Msex2.15542
PIERAPT00000032746	C09D4.1_2	PIERAPG00000013805	DPOGS202228	Msex2.03029
PIERAPT00000032747	glmM_5	PIERAPG00000013806	NA	Msex2.07285
PIERAPT00000032748	CG7048	PIERAPG00000013807	DPOGS210996	Msex2.07239
PIERAPT00000032750	slc36a4_8	PIERAPG00000013808	DPOGS203867	Msex2.01760
PIERAPT00000032752	st	PIERAPG00000013809	DPOGS200174	Msex2.01020
PIERAPT00000032762	Kdm2	PIERAPG00000013813	DPOGS206885	Msex2.03643
PIERAPT00000032771	Etl1_3	PIERAPG00000013815	DPOGS200823	Msex2.06680
PIERAPT00000032776	CDA	PIERAPG00000013817	DPOGS209737	Msex2.06036
PIERAPT00000032777	Tnpo1	PIERAPG00000013818	DPOGS215758	Msex2.09626
PIERAPT00000032785	RCJMB04_5l6	PIERAPG00000013820	DPOGS204621	Msex2.07170
PIERAPT00000032788	lon	PIERAPG00000013821	NA	Msex2.11056
PIERAPT00000032792	MINPP1_3	PIERAPG00000013822	DPOGS208133	Msex2.01326
PIERAPT00000032796	plsX_3	PIERAPG00000013823	DPOGS203903	Msex2.02067
PIERAPT00000032799	DDB1	PIERAPG00000013824	DPOGS214746	Msex2.01236
PIERAPT00000032800	epsilonTry_3	PIERAPG00000013825	NA	Msex2.04936
PIERAPT00000032801	Ssbp3	PIERAPG00000013826	DPOGS215362	Msex2.10448
PIERAPT00000032809	Cpa2_4	PIERAPG00000013828	DPOGS212730,DPOGS204790	Msex2.04366
PIERAPT00000032810	SYNPCC7002_A2812	PIERAPG00000013829	DPOGS211647	NA
PIERAPT00000032812	CG17726_2	PIERAPG00000013830	DPOGS216103	Msex2.11532
PIERAPT00000032814	AAEL005383CPIJ001789	PIERAPG00000013831	DPOGS206388	Msex2.00961
PIERAPT00000032819	SLC9A6Slc9a9Slc9a7	PIERAPG00000013832	DPOGS201738	Msex2.06515
PIERAPT00000032826	GART_2	PIERAPG00000013834	DPOGS206359	Msex2.08671
PIERAPT00000032836	PIK3R3	PIERAPG00000013838	DPOGS201991	Msex2.13354
PIERAPT00000032841	F10	PIERAPG00000013839	DPOGS210741	Msex2.02447
PIERAPT00000032842	HSPB1	PIERAPG00000013840	DPOGS207471	NA
PIERAPT00000032843	Nudc	PIERAPG00000013841	DPOGS207940	Msex2.06351
PIERAPT00000032845	Sur-8	PIERAPG00000013842	NA	Msex2.07244
PIERAPT00000032846	ACO11_3	PIERAPG00000013843	NA	Msex2.04041
PIERAPT00000032857	KIAA1468	PIERAPG00000013844	DPOGS213589	Msex2.02372
PIERAPT00000032861	GRHPR_2	PIERAPG00000013845	DPOGS200976	Msex2.05543
PIERAPT00000032862	KNG1	PIERAPG00000013846	DPOGS200088	Msex2.09007
PIERAPT00000032863	USP6NL	PIERAPG00000013847	DPOGS206143	Msex2.04787
PIERAPT00000032864	FAM76A	PIERAPG00000013848	DPOGS204516	Msex2.05723
PIERAPT00000032867	ZNF286AZNF628ZNF613	PIERAPG00000013849	DPOGS200074	Msex2.03675
PIERAPT00000032869	SP3SP4	PIERAPG00000013850	DPOGS201302	Msex2.05435
PIERAPT00000032877	Cul3cul3b	PIERAPG00000013851	DPOGS215829	Msex2.08471
PIERAPT00000032884	CG5641	PIERAPG00000013852	DPOGS200658	Msex2.11804
PIERAPT00000032886	IKZF3	PIERAPG00000013853	DPOGS205627	Msex2.05624
PIERAPT00000032888	cutc-1	PIERAPG00000013854	DPOGS200956	Msex2.09294
PIERAPT00000032891	LUC7L3	PIERAPG00000013857	DPOGS205905	Msex2.05327
PIERAPT00000032894	Fam73b	PIERAPG00000013858	DPOGS211159	Msex2.09247
PIERAPT00000032895	idnO	PIERAPG00000013859	DPOGS211640	Msex2.12252
PIERAPT00000032903	mew	PIERAPG00000013860	DPOGS207780	Msex2.08821
PIERAPT00000032905	Con_7	PIERAPG00000013861	DPOGS207235	NA
PIERAPT00000032911	hagh_2	PIERAPG00000013865	DPOGS210790	Msex2.11589
PIERAPT00000032915	LAC_7	PIERAPG00000013868	DPOGS211687	Msex2.07678
PIERAPT00000032916	TRYP7_5	PIERAPG00000013869	DPOGS210980	Msex2.12492
PIERAPT00000032918	pptc7	PIERAPG00000013871	DPOGS206466	Msex2.01894
PIERAPT00000032919	NDUFS8_2	PIERAPG00000013872	DPOGS210834	Msex2.09688
PIERAPT00000032920	Pxdn	PIERAPG00000013873	DPOGS209262	Msex2.02741
PIERAPT00000032921	glra1	PIERAPG00000013874	DPOGS200383	Msex2.02703
PIERAPT00000032925	nhl-1_2	PIERAPG00000013875	NA	Msex2.06378
PIERAPT00000032927	Znf574MIMI_L279	PIERAPG00000013876	DPOGS202983	Msex2.09956
PIERAPT00000032933	Spag17	PIERAPG00000013877	DPOGS206139	Msex2.09092
PIERAPT00000032934	O-fut1	PIERAPG00000013878	DPOGS214198	Msex2.03133
PIERAPT00000032936	NUS1	PIERAPG00000013879	DPOGS212268	Msex2.03273
PIERAPT00000032941	Sb_12	PIERAPG00000013881	DPOGS210568	Msex2.02535
PIERAPT00000032944	LRIT2_3	PIERAPG00000013882	DPOGS204793	Msex2.04150
PIERAPT00000032946	Eogt	PIERAPG00000013883	DPOGS214191	Msex2.07133
PIERAPT00000032949	Ptchd3_2	PIERAPG00000013884	DPOGS208892	Msex2.08008
PIERAPT00000032951	KIF23	PIERAPG00000013886	DPOGS203107	Msex2.08332
PIERAPT00000032952	TRYP1_4	PIERAPG00000013887	DPOGS213431	Msex2.05941
PIERAPT00000032955	mpv17l2_3	PIERAPG00000013889	DPOGS213549	Msex2.02355
PIERAPT00000032956	Edg84A_4	PIERAPG00000013890	NA	Msex2.11251
PIERAPT00000032958	LMX1B	PIERAPG00000013892	DPOGS208364	Msex2.01404
PIERAPT00000032959	SFXN2	PIERAPG00000013893	DPOGS200606	Msex2.04075
PIERAPT00000032961	Cnot7_3	PIERAPG00000013894	DPOGS215986,DPOGS215987	NA
PIERAPT00000032967	sog_2	PIERAPG00000013896	DPOGS201668	Msex2.01881
PIERAPT00000032971	FAM208B	PIERAPG00000013897	DPOGS210842	Msex2.09697
PIERAPT00000032974	Paqr3	PIERAPG00000013898	DPOGS200481	Msex2.02973
PIERAPT00000032977	L2HGDHCml3	PIERAPG00000013899	DPOGS200536	Msex2.13452
PIERAPT00000032979	Pka-C1_2	PIERAPG00000013900	DPOGS207641	Msex2.02045
PIERAPT00000032980	GalNAc-T1galnt11	PIERAPG00000013901	DPOGS211665	Msex2.05962
PIERAPT00000032984	copb1_2	PIERAPG00000013902	DPOGS204779	Msex2.03993
PIERAPT00000033000	TSEN34	PIERAPG00000013905	DPOGS211623	Msex2.10330
PIERAPT00000033001	Trappc3	PIERAPG00000013906	DPOGS206922	Msex2.08031
PIERAPT00000033012	SNUPN	PIERAPG00000013910	DPOGS203850	Msex2.06483
PIERAPT00000033017	SDHC_2	PIERAPG00000013912	DPOGS208370	Msex2.01421
PIERAPT00000033020	slc46a1_8	PIERAPG00000013914	DPOGS215824	Msex2.13538,Msex2.13732
PIERAPT00000033025	CPA4GA14587CBPB	PIERAPG00000013916	DPOGS212730,DPOGS204790	Msex2.04366
PIERAPT00000033026	EIF3H	PIERAPG00000013917	DPOGS207638	Msex2.02048
PIERAPT00000033029	SLC6A1_2	PIERAPG00000013919	DPOGS213653	Msex2.03653
PIERAPT00000033032	Swip-1	PIERAPG00000013922	DPOGS216067	Msex2.01671
PIERAPT00000033033	MAPRE1	PIERAPG00000013923	DPOGS208326	Msex2.08883
PIERAPT00000033037	slc16a10	PIERAPG00000013924	DPOGS213734	Msex2.05610
PIERAPT00000033042	dare	PIERAPG00000013926	DPOGS204482	Msex2.03333
PIERAPT00000033045	U2af50	PIERAPG00000013927	DPOGS205919	Msex2.05309
PIERAPT00000033049	ndufaf5	PIERAPG00000013928	DPOGS203109	Msex2.08326
PIERAPT00000033053	PRCP	PIERAPG00000013930	DPOGS202235	Msex2.03038
PIERAPT00000033056	lid_2	PIERAPG00000013932	DPOGS208458	Msex2.07851
PIERAPT00000033057	Gld_23	PIERAPG00000013933	NA	Msex2.11137
PIERAPT00000033058	ACT_3	PIERAPG00000013934	DPOGS207542,DPOGS200327,DPOGS200328	Msex2.07366,Msex2.08645
PIERAPT00000033060	b3gnt1_2	PIERAPG00000013936	DPOGS204781	Msex2.03997
PIERAPT00000033064	RPAP3	PIERAPG00000013937	DPOGS209401	Msex2.08398
PIERAPT00000033067	AAMP	PIERAPG00000013938	DPOGS211189	Msex2.12360
PIERAPT00000033070	gpr180	PIERAPG00000013939	DPOGS214060	Msex2.13353
PIERAPT00000033082	Cyp4d2_2	PIERAPG00000013941	DPOGS205157	NA
PIERAPT00000033084	ANKRD54	PIERAPG00000013943	DPOGS212924	Msex2.03485
PIERAPT00000033085	QtsA-10054	PIERAPG00000013944	DPOGS211635	Msex2.10343
PIERAPT00000033088	Selenbp1selenbp1-a	PIERAPG00000013945	DPOGS207287	Msex2.01025
PIERAPT00000033096	Pde6	PIERAPG00000013947	DPOGS206191	Msex2.04954
PIERAPT00000033105	bre-4_5	PIERAPG00000013950	DPOGS215453	Msex2.12857
