PIERAPG00000012191	len=150	ExpAA=22.79	First60=1.25	PredHel=1	Topology=o61-83i
PIERAPG00000007290	len=602	ExpAA=2.13	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005688	len=400	ExpAA=0.49	First60=0.49	PredHel=0	Topology=o
PIERAPG00000008742	len=692	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000011297	len=838	ExpAA=0.98	First60=0.98	PredHel=0	Topology=o
PIERAPG00000009867	len=150	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009250	len=165	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002469	len=439	ExpAA=1.37	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000107	len=328	ExpAA=0.27	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010227	len=575	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005130	len=247	ExpAA=8.24	First60=2.89	PredHel=0	Topology=o
PIERAPG00000008751	len=221	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003112	len=481	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003748	len=336	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
PIERAPG00000009886	len=876	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001335	len=234	ExpAA=1.43	First60=1.23	PredHel=0	Topology=o
PIERAPG00000002611	len=139	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001593	len=232	ExpAA=0.09	First60=0.01	PredHel=0	Topology=o
PIERAPG00000004347	len=318	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008928	len=442	ExpAA=20.26	First60=20.22	PredHel=1	Topology=i25-47o
PIERAPG00000008027	len=162	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009848	len=255	ExpAA=0.40	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010882	len=257	ExpAA=1.67	First60=1.66	PredHel=0	Topology=o
PIERAPG00000005015	len=269	ExpAA=0.07	First60=0.07	PredHel=0	Topology=o
PIERAPG00000011114	len=246	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008827	len=278	ExpAA=0.08	First60=0.06	PredHel=0	Topology=o
PIERAPG00000007409	len=450	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009428	len=385	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007183	len=554	ExpAA=1.12	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003501	len=268	ExpAA=0.32	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010972	len=184	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010225	len=527	ExpAA=0.15	First60=0.14	PredHel=0	Topology=o
PIERAPG00000008003	len=598	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000504	len=540	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006726	len=591	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006866	len=596	ExpAA=50.39	First60=18.70	PredHel=2	Topology=i2-24o557-579i
PIERAPG00000008866	len=198	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001999	len=191	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
PIERAPG00000013365	len=208	ExpAA=0.48	First60=0.46	PredHel=0	Topology=o
PIERAPG00000005623	len=198	ExpAA=48.60	First60=0.64	PredHel=2	Topology=i88-110o150-172i
PIERAPG00000013665	len=225	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012162	len=618	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008387	len=727	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002625	len=154	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012008	len=55	ExpAA=6.75	First60=6.75	PredHel=0	Topology=o
PIERAPG00000000474	len=306	ExpAA=0.35	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001342	len=250	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002373	len=333	ExpAA=0.34	First60=0.31	PredHel=0	Topology=o
PIERAPG00000011103	len=380	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001176	len=378	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006172	len=164	ExpAA=0.07	First60=0.02	PredHel=0	Topology=o
PIERAPG00000014874	len=159	ExpAA=0.05	First60=0.01	PredHel=0	Topology=i
PIERAPG00000001336	len=148	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012429	len=157	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001076	len=272	ExpAA=16.47	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006249	len=476	ExpAA=40.54	First60=19.50	PredHel=2	Topology=i17-39o444-463i
PIERAPG00000006225	len=623	ExpAA=69.95	First60=5.70	PredHel=3	Topology=o537-559i566-588o592-614i
PIERAPG00000009245	len=676	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003775	len=147	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002337	len=84	ExpAA=0.04	First60=0.02	PredHel=0	Topology=o
PIERAPG00000008723	len=219	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004287	len=118	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004218	len=238	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006034	len=829	ExpAA=0.34	First60=0.34	PredHel=0	Topology=o
PIERAPG00000005580	len=306	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012290	len=780	ExpAA=0.34	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003783	len=329	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001449	len=111	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
PIERAPG00000009366	len=180	ExpAA=0.18	First60=0.05	PredHel=0	Topology=o
PIERAPG00000011337	len=200	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007032	len=105	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
PIERAPG00000003701	len=205	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013968	len=361	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007762	len=175	ExpAA=61.04	First60=20.12	PredHel=2	Topology=i40-62o109-131i
PIERAPG00000010679	len=181	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
PIERAPG00000004840	len=1570	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006565	len=114	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001039	len=586	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011033	len=569	ExpAA=0.63	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014256	len=219	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000015040	len=216	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004612	len=221	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012101	len=204	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000003929	len=166	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011411	len=204	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011771	len=183	ExpAA=0.29	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002659	len=177	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011729	len=186	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001839	len=132	ExpAA=0.09	First60=0.09	PredHel=0	Topology=o
PIERAPG00000001976	len=135	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011087	len=141	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005041	len=412	ExpAA=0.50	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003252	len=93	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000001685	len=128	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012595	len=134	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000411	len=119	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000012413	len=115	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007603	len=90	ExpAA=0.19	First60=0.00	PredHel=0	Topology=i
PIERAPG00000003901	len=424	ExpAA=0.72	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000775	len=129	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003208	len=103	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000007137	len=269	ExpAA=0.85	First60=0.20	PredHel=0	Topology=o
PIERAPG00000007298	len=216	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013372	len=268	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007723	len=257	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012034	len=190	ExpAA=0.80	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006146	len=318	ExpAA=4.57	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011484	len=112	ExpAA=0.69	First60=0.04	PredHel=0	Topology=o
PIERAPG00000012764	len=111	ExpAA=0.14	First60=0.04	PredHel=0	Topology=o
PIERAPG00000006754	len=159	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007504	len=84	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
PIERAPG00000006086	len=149	ExpAA=0.08	First60=0.08	PredHel=0	Topology=i
PIERAPG00000007429	len=129	ExpAA=0.11	First60=0.10	PredHel=0	Topology=o
PIERAPG00000005748	len=151	ExpAA=0.01	First60=0.00	PredHel=0	Topology=i
PIERAPG00000004923	len=133	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000003188	len=152	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000007410	len=153	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
PIERAPG00000008099	len=261	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004225	len=114	ExpAA=19.47	First60=19.46	PredHel=1	Topology=i13-30o
PIERAPG00000012865	len=143	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013142	len=132	ExpAA=3.81	First60=0.99	PredHel=0	Topology=o
PIERAPG00000005486	len=144	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002300	len=115	ExpAA=0.01	First60=0.00	PredHel=0	Topology=i
PIERAPG00000007551	len=65	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000006812	len=282	ExpAA=8.31	First60=8.29	PredHel=0	Topology=o
PIERAPG00000014721	len=263	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005176	len=253	ExpAA=0.28	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011183	len=190	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008196	len=208	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002232	len=191	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001092	len=234	ExpAA=0.54	First60=0.50	PredHel=0	Topology=o
PIERAPG00000008179	len=129	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003107	len=123	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001894	len=311	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001660	len=407	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008468	len=998	ExpAA=4.32	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006296	len=289	ExpAA=2.11	First60=0.01	PredHel=0	Topology=o
PIERAPG00000011301	len=156	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005792	len=439	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014531	len=159	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000012268	len=508	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009157	len=345	ExpAA=91.03	First60=0.00	PredHel=4	Topology=i163-185o190-212i225-247o267-289i
PIERAPG00000011047	len=171	ExpAA=22.00	First60=0.03	PredHel=1	Topology=i91-113o
PIERAPG00000011422	len=416	ExpAA=43.72	First60=0.05	PredHel=2	Topology=o267-289i352-374o
PIERAPG00000007952	len=535	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009034	len=186	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013912	len=204	ExpAA=45.30	First60=0.03	PredHel=2	Topology=i108-130o145-167i
PIERAPG00000012350	len=300	ExpAA=0.25	First60=0.02	PredHel=0	Topology=o
PIERAPG00000006359	len=313	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011491	len=562	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012583	len=209	ExpAA=10.93	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003561	len=393	ExpAA=0.21	First60=0.11	PredHel=0	Topology=o
PIERAPG00000000727	len=392	ExpAA=10.45	First60=10.31	PredHel=0	Topology=o
PIERAPG00000006208	len=392	ExpAA=10.35	First60=10.31	PredHel=0	Topology=o
PIERAPG00000011355	len=389	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006687	len=163	ExpAA=1.89	First60=1.88	PredHel=0	Topology=o
PIERAPG00000011727	len=105	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006717	len=321	ExpAA=98.06	First60=0.01	PredHel=4	Topology=i100-122o142-164i227-249o264-286i
PIERAPG00000009650	len=274	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008977	len=1190	ExpAA=5.57	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012796	len=99	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000803	len=499	ExpAA=225.02	First60=22.31	PredHel=10	Topology=i24-46o93-115i122-144o154-176i212-229o292-314i326-348o352-374i381-403o439-458i
PIERAPG00000006607	len=316	ExpAA=39.12	First60=3.91	PredHel=0	Topology=o
PIERAPG00000008793	len=452	ExpAA=236.09	First60=17.75	PredHel=11	Topology=i39-58o68-90i132-154o180-202i207-226o241-263i275-297o322-344i361-383o387-409i422-444o
PIERAPG00000014115	len=547	ExpAA=237.32	First60=28.18	PredHel=10	Topology=i39-61o139-161i170-192o215-237i257-279o294-316i352-374o384-406i427-446o461-483i
PIERAPG00000001207	len=320	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011255	len=892	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002640	len=166	ExpAA=0.10	First60=0.10	PredHel=0	Topology=o
PIERAPG00000002682	len=341	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006578	len=418	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004223	len=137	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004798	len=202	ExpAA=2.17	First60=0.31	PredHel=0	Topology=o
PIERAPG00000013060	len=373	ExpAA=22.33	First60=0.00	PredHel=1	Topology=o341-363i
PIERAPG00000014257	len=50	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000749	len=116	ExpAA=22.44	First60=22.44	PredHel=1	Topology=i12-34o
PIERAPG00000003946	len=270	ExpAA=32.65	First60=29.58	PredHel=1	Topology=i5-22o
PIERAPG00000013114	len=396	ExpAA=0.22	First60=0.05	PredHel=0	Topology=o
PIERAPG00000002971	len=104	ExpAA=13.78	First60=13.78	PredHel=0	Topology=o
PIERAPG00000014603	len=788	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007512	len=288	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
PIERAPG00000000603	len=664	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006166	len=225	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010883	len=163	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007737	len=124	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000010977	len=123	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006329	len=148	ExpAA=21.86	First60=0.00	PredHel=1	Topology=i124-146o
PIERAPG00000014054	len=154	ExpAA=2.31	First60=2.30	PredHel=0	Topology=o
PIERAPG00000006075	len=279	ExpAA=26.89	First60=5.80	PredHel=1	Topology=o197-219i
PIERAPG00000010479	len=190	ExpAA=22.87	First60=1.16	PredHel=1	Topology=o152-174i
PIERAPG00000007655	len=183	ExpAA=80.78	First60=22.84	PredHel=4	Topology=i31-48o58-77i136-155o159-181i
PIERAPG00000008213	len=400	ExpAA=0.13	First60=0.02	PredHel=0	Topology=o
PIERAPG00000006001	len=378	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001716	len=678	ExpAA=258.15	First60=4.38	PredHel=12	Topology=o56-78i91-108o118-140i147-169o184-206i213-235o245-262i274-296o337-356i363-380o384-406i427-449o
PIERAPG00000001805	len=392	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012410	len=434	ExpAA=7.83	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009531	len=1023	ExpAA=0.29	First60=0.01	PredHel=0	Topology=o
PIERAPG00000009570	len=233	ExpAA=0.40	First60=0.40	PredHel=0	Topology=o
PIERAPG00000011112	len=404	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004056	len=406	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006357	len=193	ExpAA=0.38	First60=0.37	PredHel=0	Topology=o
PIERAPG00000003798	len=183	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000243	len=329	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008792	len=656	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
PIERAPG00000004523	len=268	ExpAA=0.34	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006072	len=167	ExpAA=28.04	First60=19.24	PredHel=1	Topology=i7-24o
PIERAPG00000003977	len=773	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009054	len=188	ExpAA=0.73	First60=0.72	PredHel=0	Topology=o
PIERAPG00000000065	len=224	ExpAA=8.82	First60=0.04	PredHel=0	Topology=o
PIERAPG00000011220	len=739	ExpAA=25.97	First60=0.36	PredHel=1	Topology=o710-732i
PIERAPG00000000172	len=320	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
PIERAPG00000013945	len=484	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010532	len=269	ExpAA=8.31	First60=8.27	PredHel=0	Topology=o
PIERAPG00000011809	len=238	ExpAA=1.21	First60=0.28	PredHel=0	Topology=o
PIERAPG00000004088	len=597	ExpAA=105.60	First60=0.00	PredHel=4	Topology=o171-193i330-349o364-381i388-410o
PIERAPG00000008888	len=290	ExpAA=82.02	First60=20.67	PredHel=4	Topology=o15-32i109-131o203-225i255-277o
PIERAPG00000007223	len=494	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008142	len=125	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000003988	len=76	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
PIERAPG00000003099	len=213	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000013877	len=1769	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001722	len=200	ExpAA=0.24	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011508	len=432	ExpAA=0.25	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006477	len=179	ExpAA=23.18	First60=22.42	PredHel=1	Topology=o10-32i
PIERAPG00000007266	len=184	ExpAA=44.45	First60=16.30	PredHel=2	Topology=i47-69o74-96i
PIERAPG00000001230	len=356	ExpAA=1.71	First60=0.89	PredHel=0	Topology=o
PIERAPG00000000657	len=1781	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004503	len=442	ExpAA=0.19	First60=0.14	PredHel=0	Topology=o
PIERAPG00000011624	len=438	ExpAA=0.81	First60=0.69	PredHel=0	Topology=o
PIERAPG00000005669	len=78	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005270	len=168	ExpAA=3.53	First60=1.74	PredHel=0	Topology=o
PIERAPG00000009996	len=488	ExpAA=1.02	First60=0.68	PredHel=0	Topology=o
PIERAPG00000007093	len=768	ExpAA=277.44	First60=22.24	PredHel=13	Topology=i21-43o91-113i125-144o148-170i191-213o218-240i247-269o279-296i308-330o367-389i396-414o418-440i486-508o
PIERAPG00000013787	len=137	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
PIERAPG00000000224	len=607	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003468	len=1307	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004531	len=399	ExpAA=0.73	First60=0.02	PredHel=0	Topology=o
PIERAPG00000005423	len=523	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005080	len=383	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005744	len=718	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006595	len=450	ExpAA=1.90	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005392	len=452	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008384	len=447	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011172	len=432	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011201	len=447	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009490	len=247	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014959	len=543	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012894	len=499	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009437	len=504	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010506	len=473	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014987	len=164	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002399	len=180	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000366	len=136	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000001949	len=212	ExpAA=1.80	First60=1.80	PredHel=0	Topology=o
PIERAPG00000013997	len=998	ExpAA=22.65	First60=0.00	PredHel=1	Topology=o962-984i
PIERAPG00000012274	len=400	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006594	len=190	ExpAA=0.07	First60=0.07	PredHel=0	Topology=o
PIERAPG00000005886	len=693	ExpAA=0.44	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011653	len=425	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014528	len=206	ExpAA=26.85	First60=4.24	PredHel=1	Topology=i174-196o
PIERAPG00000014924	len=206	ExpAA=39.73	First60=16.67	PredHel=1	Topology=o180-202i
PIERAPG00000001928	len=462	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000354	len=383	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004915	len=318	ExpAA=22.68	First60=0.01	PredHel=1	Topology=o278-300i
PIERAPG00000006042	len=307	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008786	len=173	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000003856	len=386	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014581	len=319	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000877	len=760	ExpAA=2.06	First60=0.08	PredHel=0	Topology=o
PIERAPG00000002272	len=469	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
PIERAPG00000003181	len=232	ExpAA=2.07	First60=1.93	PredHel=0	Topology=o
PIERAPG00000010134	len=208	ExpAA=17.71	First60=17.71	PredHel=1	Topology=o5-27i
PIERAPG00000010123	len=1510	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012460	len=537	ExpAA=8.39	First60=6.05	PredHel=0	Topology=o
PIERAPG00000011695	len=277	ExpAA=43.08	First60=22.93	PredHel=2	Topology=i21-43o65-87i
PIERAPG00000000540	len=279	ExpAA=0.05	First60=0.03	PredHel=0	Topology=o
PIERAPG00000011139	len=467	ExpAA=5.89	First60=5.85	PredHel=0	Topology=o
PIERAPG00000013887	len=260	ExpAA=0.05	First60=0.03	PredHel=0	Topology=o
PIERAPG00000004245	len=217	ExpAA=0.96	First60=0.93	PredHel=0	Topology=o
PIERAPG00000002847	len=312	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011641	len=384	ExpAA=23.24	First60=22.86	PredHel=1	Topology=i21-43o
PIERAPG00000005942	len=356	ExpAA=0.15	First60=0.13	PredHel=0	Topology=o
PIERAPG00000005750	len=193	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014305	len=291	ExpAA=90.97	First60=23.38	PredHel=4	Topology=o30-52i65-87o97-119i231-253o
PIERAPG00000008325	len=998	ExpAA=0.65	First60=0.28	PredHel=0	Topology=o
PIERAPG00000006342	len=398	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010000	len=158	ExpAA=0.13	First60=0.13	PredHel=0	Topology=o
PIERAPG00000012259	len=127	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008767	len=135	ExpAA=7.01	First60=5.08	PredHel=0	Topology=o
PIERAPG00000002061	len=219	ExpAA=0.96	First60=0.95	PredHel=0	Topology=o
PIERAPG00000005325	len=88	ExpAA=5.53	First60=0.06	PredHel=0	Topology=o
PIERAPG00000012694	len=332	ExpAA=0.40	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011969	len=266	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
PIERAPG00000008031	len=339	ExpAA=0.51	First60=0.50	PredHel=0	Topology=o
PIERAPG00000001799	len=118	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008174	len=348	ExpAA=0.21	First60=0.17	PredHel=0	Topology=o
PIERAPG00000001063	len=151	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008655	len=172	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009551	len=505	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006559	len=167	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
PIERAPG00000005123	len=291	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
